TABLE_NAME                                         COLUMN_NAME
ABN_RULE                                           INFOX_POLICY_NUMBER
ABN_RULE                                           MEDICARE_POLICY_NUMBER
ABN_RULE                                           FIN_GROUP_CD
ABN_RULE                                           ENCNTR_GROUP_CD
ABN_RULE                                           ACTION_CODE
ABO_TESTING                                        ABO_TESTING_ID
ABO_TESTING                                        PRODUCT_ID
ABO_TESTING                                        RESULT_ID
ABO_TESTING                                        ABO_GROUP_CD
ABO_TESTING                                        RH_TYPE_CD
ABO_TESTING                                        PRODUCT_EVENT_ID
ABO_TESTING                                        CURRENT_UPDATED_IND
ABO_TESTING                                        UPDT_CNT
ABO_TESTING                                        UPDT_DT_TM
ABO_TESTING                                        UPDT_ID
ABO_TESTING                                        UPDT_TASK
ABO_TESTING                                        UPDT_APPLCTX
ABO_TESTING                                        ACTIVE_IND
ABO_TESTING                                        ACTIVE_STATUS_CD
ABO_TESTING                                        ACTIVE_STATUS_DT_TM
ABO_TESTING                                        ACTIVE_STATUS_PRSNL_ID
ABO_TESTING                                        LAST_UTC_TS
ABO_TESTING                                        INST_ID
ABO_TESTING                                        TXN_ID_TEXT
ABSTRACTING                                        ABSTRACTING_ID
ABSTRACTING                                        ENCNTR_ID
ABSTRACTING                                        PERSON_ID
ABSTRACTING                                        COMPLETED_DT_TM
ABSTRACTING                                        CREATE_DT_TM
ABSTRACTING                                        CREATE_PRSNL_ID
ABSTRACTING                                        BEG_EFFECTIVE_DT_TM
ABSTRACTING                                        END_EFFECTIVE_DT_TM
ABSTRACTING                                        UPDT_CNT
ABSTRACTING                                        UPDT_DT_TM
ABSTRACTING                                        UPDT_ID
ABSTRACTING                                        UPDT_TASK
ABSTRACTING                                        UPDT_APPLCTX
ABSTRACTING                                        ACTIVE_IND
ABSTRACTING                                        ACTIVE_STATUS_CD
ABSTRACTING                                        ACTIVE_STATUS_DT_TM
ABSTRACTING                                        ACTIVE_STATUS_PRSNL_ID
ABSTRACTING                                        SVC_CAT_HIST_ID
ABSTRACTING                                        ENCNTR_SLICE_ID
ABSTRACTING                                        LAST_UTC_TS
ABSTRACTING                                        TXN_ID_TEXT
ABSTRACTING                                        INST_ID
ABSTRACTING1585DRR                                 ABSTRACTING_ID
ABSTRACTING1585DRR                                 ENCNTR_ID
ABSTRACTING1585DRR                                 PERSON_ID
ABSTRACTING1585DRR                                 CREATE_PRSNL_ID
ABSTRACTING1585DRR                                 UPDT_CNT
ABSTRACTING1585DRR                                 UPDT_DT_TM
ABSTRACTING1585DRR                                 UPDT_ID
ABSTRACTING1585DRR                                 UPDT_TASK
ABSTRACTING1585DRR                                 UPDT_APPLCTX
ABSTRACTING1585DRR                                 ACTIVE_IND
ABSTRACTING1585DRR                                 ACTIVE_STATUS_CD
ABSTRACTING1585DRR                                 ACTIVE_STATUS_PRSNL_ID
ABSTRACTING1585DRR                                 SVC_CAT_HIST_ID
ABSTRACTING1585DRR                                 ENCNTR_SLICE_ID
ABSTRACTING1585DRR                                 ACTIVE_STATUS_DT_TM
ABSTRACTING1585DRR                                 COMPLETED_DT_TM
ABSTRACTING1585DRR                                 BEG_EFFECTIVE_DT_TM
ABSTRACTING1585DRR                                 CREATE_DT_TM
ABSTRACTING1585DRR                                 END_EFFECTIVE_DT_TM
ABSTRACTING1585DRR                                 DRR_IDENT_ID
ABSTRACT_DATA                                      ABSTRACT_DATA_ID
ABSTRACT_DATA                                      ABSTRACT_FIELD_DEF_CD
ABSTRACT_DATA                                      ABSTRACT_FIELD_TYPE_CD
ABSTRACT_DATA                                      PERSON_ID
ABSTRACT_DATA                                      ENCNTR_ID
ABSTRACT_DATA                                      VALUE_FREE_TEXT
ABSTRACT_DATA                                      VALUE_CD
ABSTRACT_DATA                                      VALUE_DT_TM
ABSTRACT_DATA                                      VALUE_NUMBER
ABSTRACT_DATA                                      BEG_EFFECTIVE_DT_TM
ABSTRACT_DATA                                      END_EFFECTIVE_DT_TM
ABSTRACT_DATA                                      UPDT_CNT
ABSTRACT_DATA                                      UPDT_DT_TM
ABSTRACT_DATA                                      UPDT_ID
ABSTRACT_DATA                                      UPDT_TASK
ABSTRACT_DATA                                      UPDT_APPLCTX
ABSTRACT_DATA                                      ACTIVE_IND
ABSTRACT_DATA                                      ACTIVE_STATUS_CD
ABSTRACT_DATA                                      ACTIVE_STATUS_DT_TM
ABSTRACT_DATA                                      ACTIVE_STATUS_PRSNL_ID
ABSTRACT_DATA                                      SVC_CAT_HIST_ID
ABSTRACT_DATA                                      ENCNTR_SLICE_ID
ABSTRACT_DATA                                      LAST_UTC_TS
ABSTRACT_DATA                                      TXN_ID_TEXT
ABSTRACT_DATA                                      INST_ID
ABSTRACT_DATA1674DRR                               ABSTRACT_DATA_ID
ABSTRACT_DATA1674DRR                               ABSTRACT_FIELD_DEF_CD
ABSTRACT_DATA1674DRR                               ABSTRACT_FIELD_TYPE_CD
ABSTRACT_DATA1674DRR                               PERSON_ID
ABSTRACT_DATA1674DRR                               ENCNTR_ID
ABSTRACT_DATA1674DRR                               VALUE_FREE_TEXT
ABSTRACT_DATA1674DRR                               VALUE_CD
ABSTRACT_DATA1674DRR                               VALUE_NUMBER
ABSTRACT_DATA1674DRR                               UPDT_CNT
ABSTRACT_DATA1674DRR                               UPDT_DT_TM
ABSTRACT_DATA1674DRR                               UPDT_ID
ABSTRACT_DATA1674DRR                               UPDT_TASK
ABSTRACT_DATA1674DRR                               UPDT_APPLCTX
ABSTRACT_DATA1674DRR                               ACTIVE_IND
ABSTRACT_DATA1674DRR                               ACTIVE_STATUS_CD
ABSTRACT_DATA1674DRR                               ACTIVE_STATUS_PRSNL_ID
ABSTRACT_DATA1674DRR                               SVC_CAT_HIST_ID
ABSTRACT_DATA1674DRR                               ENCNTR_SLICE_ID
ABSTRACT_DATA1674DRR                               ACTIVE_STATUS_DT_TM
ABSTRACT_DATA1674DRR                               BEG_EFFECTIVE_DT_TM
ABSTRACT_DATA1674DRR                               END_EFFECTIVE_DT_TM
ABSTRACT_DATA1674DRR                               VALUE_DT_TM
ABSTRACT_DATA1674DRR                               DRR_IDENT_ID
ABSTRACT_FIELD_DEF                                 ABSTRACT_FIELD_DEF_CD
ABSTRACT_FIELD_DEF                                 ABSTRACT_DESC
ABSTRACT_FIELD_DEF                                 ABSTRACT_FIELD_TYPE_CD
ABSTRACT_FIELD_DEF                                 LENGTH
ABSTRACT_FIELD_DEF                                 CODESET_NBR
ABSTRACT_FIELD_DEF                                 CONDITIONAL_IND
ABSTRACT_FIELD_DEF                                 REQUIRED_IND
ABSTRACT_FIELD_DEF                                 DISPLAY_LABEL
ABSTRACT_FIELD_DEF                                 BEG_EFFECTIVE_DT_TM
ABSTRACT_FIELD_DEF                                 END_EFFECTIVE_DT_TM
ABSTRACT_FIELD_DEF                                 UPDT_CNT
ABSTRACT_FIELD_DEF                                 UPDT_DT_TM
ABSTRACT_FIELD_DEF                                 UPDT_ID
ABSTRACT_FIELD_DEF                                 UPDT_TASK
ABSTRACT_FIELD_DEF                                 UPDT_APPLCTX
ABSTRACT_FIELD_DEF                                 ACTIVE_IND
ABSTRACT_FIELD_DEF                                 ACTIVE_STATUS_CD
ABSTRACT_FIELD_DEF                                 ACTIVE_STATUS_DT_TM
ABSTRACT_FIELD_DEF                                 ACTIVE_STATUS_PRSNL_ID
ABSTRACT_FIELD_DEF                                 DATE_CHK_IND
ABSTRACT_FIELD_DEF                                 OMF_FACT_IND
ABSTRACT_FIELD_DEF                                 CALCULATE_CD
ABSTRACT_FIELD_DEF                                 LAST_UTC_TS
ABSTRACT_FIELD_DEF                                 INST_ID
ABSTRACT_FIELD_DEF                                 TXN_ID_TEXT
ABSTRACT_FIELD_FLEX                                ABSTRACT_FIELD_FLEX_ID
ABSTRACT_FIELD_FLEX                                ABSTRACT_FIELD_DEF_CD
ABSTRACT_FIELD_FLEX                                DEPENDENT_TABLE_NAME
ABSTRACT_FIELD_FLEX                                DEPENDENT_TABLE_FIELD
ABSTRACT_FIELD_FLEX                                DEPENDENT_TABLE_VALUE
ABSTRACT_FIELD_FLEX                                DEPENDENT_TABLE_CD
ABSTRACT_FIELD_FLEX                                DEPENDENT_TABLE_DT_TM
ABSTRACT_FIELD_FLEX                                RELATIONAL_OPERATOR
ABSTRACT_FIELD_FLEX                                REQUIRED_IND
ABSTRACT_FIELD_FLEX                                PERSON_IND
ABSTRACT_FIELD_FLEX                                ENCNTR_IND
ABSTRACT_FIELD_FLEX                                START_DT_TM
ABSTRACT_FIELD_FLEX                                STOP_DT_TM
ABSTRACT_FIELD_FLEX                                START_VALUE
ABSTRACT_FIELD_FLEX                                STOP_VALUE
ABSTRACT_FIELD_FLEX                                BEG_EFFECTIVE_DT_TM
ABSTRACT_FIELD_FLEX                                END_EFFECTIVE_DT_TM
ABSTRACT_FIELD_FLEX                                UPDT_CNT
ABSTRACT_FIELD_FLEX                                UPDT_DT_TM
ABSTRACT_FIELD_FLEX                                UPDT_ID
ABSTRACT_FIELD_FLEX                                UPDT_TASK
ABSTRACT_FIELD_FLEX                                UPDT_APPLCTX
ABSTRACT_FIELD_FLEX                                ACTIVE_IND
ABSTRACT_FIELD_FLEX                                ACTIVE_STATUS_CD
ABSTRACT_FIELD_FLEX                                ACTIVE_STATUS_DT_TM
ABSTRACT_FIELD_FLEX                                ACTIVE_STATUS_PRSNL_ID
ABSTRACT_FIELD_FLEX                                SVC_CAT_IND
ABSTRACT_FIELD_FLEX                                LAST_UTC_TS
ABSTRACT_FIELD_FLEX                                INST_ID
ABSTRACT_FIELD_FLEX                                TXN_ID_TEXT
ABSTRACT_IN                                        ABSTRACT_IN_ID
ABSTRACT_IN                                        GROUP_NAME_CD
ABSTRACT_IN                                        SOURCE_IDENTIFIER
ABSTRACT_IN                                        SOURCE_VOCABULARY_CD
ABSTRACT_IN                                        ACTIVE_IND
ABSTRACT_IN                                        ACTIVE_STATUS_DT_TM
ABSTRACT_IN                                        ACTIVE_STATUS_PRSNL_ID
ABSTRACT_IN                                        ACTIVE_STATUS_CD
ABSTRACT_IN                                        UPDT_ID
ABSTRACT_IN                                        UPDT_DT_TM
ABSTRACT_IN                                        UPDT_TASK
ABSTRACT_IN                                        UPDT_APPLCTX
ABSTRACT_IN                                        UPDT_CNT
ABST_CODING_RELTN                                  ABST_CODING_RELTN_ID
ABST_CODING_RELTN                                  ABSTRACT_FIELD_DEF_CD
ABST_CODING_RELTN                                  PARENT_ENTITY_ID
ABST_CODING_RELTN                                  PARENT_ENTITY_NAME
ABST_CODING_RELTN                                  PERSON_ID
ABST_CODING_RELTN                                  ENCNTR_ID
ABST_CODING_RELTN                                  BEG_EFFECTIVE_DT_TM
ABST_CODING_RELTN                                  END_EFFECTIVE_DT_TM
ABST_CODING_RELTN                                  UPDT_CNT
ABST_CODING_RELTN                                  UPDT_DT_TM
ABST_CODING_RELTN                                  UPDT_ID
ABST_CODING_RELTN                                  UPDT_TASK
ABST_CODING_RELTN                                  UPDT_APPLCTX
ABST_CODING_RELTN                                  ACTIVE_IND
ABST_CODING_RELTN                                  ACTIVE_STATUS_CD
ABST_CODING_RELTN                                  ACTIVE_STATUS_DT_TM
ABST_CODING_RELTN                                  ACTIVE_STATUS_PRSNL_ID
ABST_CODING_RELTN                                  SVC_CAT_HIST_ID
ABST_CODING_RELTN                                  ENCNTR_SLICE_ID
ABST_CODING_RELTN                                  LAST_UTC_TS
ABST_CODING_RELTN                                  INST_ID
ABST_CODING_RELTN                                  TXN_ID_TEXT
ABST_CODING_RELTN2744DRR                           ABST_CODING_RELTN_ID
ABST_CODING_RELTN2744DRR                           ABSTRACT_FIELD_DEF_CD
ABST_CODING_RELTN2744DRR                           PARENT_ENTITY_ID
ABST_CODING_RELTN2744DRR                           PARENT_ENTITY_NAME
ABST_CODING_RELTN2744DRR                           PERSON_ID
ABST_CODING_RELTN2744DRR                           ENCNTR_ID
ABST_CODING_RELTN2744DRR                           UPDT_CNT
ABST_CODING_RELTN2744DRR                           UPDT_DT_TM
ABST_CODING_RELTN2744DRR                           UPDT_ID
ABST_CODING_RELTN2744DRR                           UPDT_TASK
ABST_CODING_RELTN2744DRR                           UPDT_APPLCTX
ABST_CODING_RELTN2744DRR                           ACTIVE_IND
ABST_CODING_RELTN2744DRR                           ACTIVE_STATUS_CD
ABST_CODING_RELTN2744DRR                           ACTIVE_STATUS_PRSNL_ID
ABST_CODING_RELTN2744DRR                           SVC_CAT_HIST_ID
ABST_CODING_RELTN2744DRR                           ENCNTR_SLICE_ID
ABST_CODING_RELTN2744DRR                           ACTIVE_STATUS_DT_TM
ABST_CODING_RELTN2744DRR                           END_EFFECTIVE_DT_TM
ABST_CODING_RELTN2744DRR                           BEG_EFFECTIVE_DT_TM
ABST_CODING_RELTN2744DRR                           DRR_IDENT_ID
ABST_FORM_SECURITY                                 ABST_FORM_SECURITY_ID
ABST_FORM_SECURITY                                 APP_GROUP_CD
ABST_FORM_SECURITY                                 FLEX_FORM_ID
ABST_FORM_SECURITY                                 FULL_ACCESS_IND
ABST_FORM_SECURITY                                 BEG_EFFECTIVE_DT_TM
ABST_FORM_SECURITY                                 END_EFFECTIVE_DT_TM
ABST_FORM_SECURITY                                 UPDT_CNT
ABST_FORM_SECURITY                                 UPDT_DT_TM
ABST_FORM_SECURITY                                 UPDT_ID
ABST_FORM_SECURITY                                 UPDT_TASK
ABST_FORM_SECURITY                                 UPDT_APPLCTX
ABST_FORM_SECURITY                                 ACTIVE_IND
ABST_FORM_SECURITY                                 ACTIVE_STATUS_CD
ABST_FORM_SECURITY                                 ACTIVE_STATUS_DT_TM
ABST_FORM_SECURITY                                 ACTIVE_STATUS_PRSNL_ID
ACCEPT_FORMAT_FLEXING                              OE_FORMAT_ID
ACCEPT_FORMAT_FLEXING                              OE_FIELD_ID
ACCEPT_FORMAT_FLEXING                              ACTION_TYPE_CD
ACCEPT_FORMAT_FLEXING                              FLEX_TYPE_FLAG
ACCEPT_FORMAT_FLEXING                              FLEX_CD
ACCEPT_FORMAT_FLEXING                              ACCEPT_FLAG
ACCEPT_FORMAT_FLEXING                              DEFAULT_VALUE
ACCEPT_FORMAT_FLEXING                              UPDT_CNT
ACCEPT_FORMAT_FLEXING                              UPDT_DT_TM
ACCEPT_FORMAT_FLEXING                              UPDT_ID
ACCEPT_FORMAT_FLEXING                              UPDT_TASK
ACCEPT_FORMAT_FLEXING                              UPDT_APPLCTX
ACCEPT_FORMAT_FLEXING                              DEFAULT_PARENT_ENTITY_NAME
ACCEPT_FORMAT_FLEXING                              DEFAULT_PARENT_ENTITY_ID
ACCEPT_FORMAT_FLEXING                              FLEX_PARENT_ENTITY_NAME
ACCEPT_FORMAT_FLEXING                              FLEX_PARENT_ENTITY_ID
ACCEPT_FORMAT_FLEXING                              LOCK_ON_MODIFY_FLAG
ACCEPT_FORMAT_FLEXING                              CARRY_FWD_PLAN_IND
ACCEPT_FORMAT_FLEXING                              LAST_UTC_TS
ACCEPT_FORMAT_FLEXING                              TXN_ID_TEXT
ACCEPT_FORMAT_FLEXING                              INST_ID
ACCEPT_FORMAT_FLEX_HIST                            OE_FORMAT_ID
ACCEPT_FORMAT_FLEX_HIST                            OE_FIELD_ID
ACCEPT_FORMAT_FLEX_HIST                            ACTION_TYPE_CD
ACCEPT_FORMAT_FLEX_HIST                            FLEX_TYPE_FLAG
ACCEPT_FORMAT_FLEX_HIST                            FLEX_CD
ACCEPT_FORMAT_FLEX_HIST                            ACCEPT_FLAG
ACCEPT_FORMAT_FLEX_HIST                            DEFAULT_VALUE
ACCEPT_FORMAT_FLEX_HIST                            UPDT_CNT
ACCEPT_FORMAT_FLEX_HIST                            UPDT_DT_TM
ACCEPT_FORMAT_FLEX_HIST                            UPDT_ID
ACCEPT_FORMAT_FLEX_HIST                            UPDT_TASK
ACCEPT_FORMAT_FLEX_HIST                            UPDT_APPLCTX
ACCEPT_FORMAT_FLEX_HIST                            DEFAULT_PARENT_ENTITY_NAME
ACCEPT_FORMAT_FLEX_HIST                            DEFAULT_PARENT_ENTITY_ID
ACCEPT_FORMAT_FLEX_HIST                            FLEX_PARENT_ENTITY_NAME
ACCEPT_FORMAT_FLEX_HIST                            FLEX_PARENT_ENTITY_ID
ACCEPT_FORMAT_FLEX_HIST                            LOCK_ON_MODIFY_FLAG
ACCEPT_FORMAT_FLEX_HIST                            CARRY_FWD_PLAN_IND
ACCEPT_FORMAT_FLEX_HIST                            ACCEPT_FORMAT_FLEX_HIST_ID
ACCEPT_FORMAT_FLEX_HIST                            ACTION_USER_ID
ACCEPT_FORMAT_FLEX_HIST                            ACTION_DT_TM
ACCEPT_FORMAT_FLEX_HIST                            ACTION_TAKEN_TFLG
ACCEPT_QUAR_PROD_R                                 ACCEPT_QUAR_PROD_ID
ACCEPT_QUAR_PROD_R                                 ACCEPT_QUAR_REASON_ID
ACCEPT_QUAR_PROD_R                                 PRODUCT_CD
ACCEPT_QUAR_PROD_R                                 ACTIVE_IND
ACCEPT_QUAR_PROD_R                                 ACTIVE_STATUS_CD
ACCEPT_QUAR_PROD_R                                 ACTIVE_STATUS_DT_TM
ACCEPT_QUAR_PROD_R                                 ACTIVE_STATUS_PRSNL_ID
ACCEPT_QUAR_PROD_R                                 UPDT_CNT
ACCEPT_QUAR_PROD_R                                 UPDT_DT_TM
ACCEPT_QUAR_PROD_R                                 UPDT_ID
ACCEPT_QUAR_PROD_R                                 UPDT_TASK
ACCEPT_QUAR_PROD_R                                 UPDT_APPLCTX
ACCEPT_QUAR_REASON                                 ACCEPT_QUAR_REASON_ID
ACCEPT_QUAR_REASON                                 ORG_SHIPMENT_ID
ACCEPT_QUAR_REASON                                 QUAR_REASON_CD
ACCEPT_QUAR_REASON                                 ACTIVE_IND
ACCEPT_QUAR_REASON                                 ACTIVE_STATUS_CD
ACCEPT_QUAR_REASON                                 ACTIVE_STATUS_DT_TM
ACCEPT_QUAR_REASON                                 ACTIVE_STATUS_PRSNL_ID
ACCEPT_QUAR_REASON                                 UPDT_CNT
ACCEPT_QUAR_REASON                                 UPDT_DT_TM
ACCEPT_QUAR_REASON                                 UPDT_ID
ACCEPT_QUAR_REASON                                 UPDT_TASK
ACCEPT_QUAR_REASON                                 UPDT_APPLCTX
ACCESSION                                          ACCESSION_ID
ACCESSION                                          ACCESSION
ACCESSION                                          ACCESSION_NBR_CHECK
ACCESSION                                          ACCESSION_YEAR
ACCESSION                                          ACCESSION_DAY
ACCESSION                                          ACCESSION_FORMAT_CD
ACCESSION                                          ALPHA_PREFIX
ACCESSION                                          ACCESSION_SEQUENCE_NBR
ACCESSION                                          UPDT_APPLCTX
ACCESSION                                          UPDT_DT_TM
ACCESSION                                          UPDT_ID
ACCESSION                                          UPDT_CNT
ACCESSION                                          UPDT_TASK
ACCESSION                                          ACCESSION_CLASS_CD
ACCESSION                                          ACCESSION_POOL_ID
ACCESSION                                          PREACTIVE_IND
ACCESSION                                          SITE_PREFIX_CD
ACCESSION                                          ASSIGNMENT_IND
ACCESSION                                          LAST_UTC_TS
ACCESSION                                          TXN_ID_TEXT
ACCESSION                                          INST_ID
ACCESSION0001DRR                                   ACCESSION_ID
ACCESSION0001DRR                                   ACCESSION
ACCESSION0001DRR                                   ACCESSION_NBR_CHECK
ACCESSION0001DRR                                   ACCESSION_YEAR
ACCESSION0001DRR                                   ACCESSION_DAY
ACCESSION0001DRR                                   ACCESSION_FORMAT_CD
ACCESSION0001DRR                                   ALPHA_PREFIX
ACCESSION0001DRR                                   ACCESSION_SEQUENCE_NBR
ACCESSION0001DRR                                   UPDT_APPLCTX
ACCESSION0001DRR                                   UPDT_DT_TM
ACCESSION0001DRR                                   UPDT_ID
ACCESSION0001DRR                                   UPDT_CNT
ACCESSION0001DRR                                   UPDT_TASK
ACCESSION0001DRR                                   ACCESSION_CLASS_CD
ACCESSION0001DRR                                   ACCESSION_POOL_ID
ACCESSION0001DRR                                   PREACTIVE_IND
ACCESSION0001DRR                                   SITE_PREFIX_CD
ACCESSION0001DRR                                   ASSIGNMENT_IND
ACCESSION0001DRR                                   DRR_IDENT_ID
ACCESSION_ASSIGNMENT                               ACC_ASSIGN_POOL_ID
ACCESSION_ASSIGNMENT                               ACC_ASSIGN_DATE
ACCESSION_ASSIGNMENT                               ACCESSION_SEQ_NBR
ACCESSION_ASSIGNMENT                               LAST_INCREMENT_DT_TM
ACCESSION_ASSIGNMENT                               INCREMENT_VALUE
ACCESSION_ASSIGNMENT                               UPDT_APPLCTX
ACCESSION_ASSIGNMENT                               UPDT_DT_TM
ACCESSION_ASSIGNMENT                               UPDT_ID
ACCESSION_ASSIGNMENT                               UPDT_CNT
ACCESSION_ASSIGNMENT                               UPDT_TASK
ACCESSION_ASSIGN_POOL                              ACCESSION_ASSIGNMENT_POOL_ID
ACCESSION_ASSIGN_POOL                              INITIAL_VALUE
ACCESSION_ASSIGN_POOL                              RESET_FREQUENCY
ACCESSION_ASSIGN_POOL                              DESCRIPTION
ACCESSION_ASSIGN_POOL                              INCREMENT_VALUE
ACCESSION_ASSIGN_POOL                              UPDT_APPLCTX
ACCESSION_ASSIGN_POOL                              UPDT_CNT
ACCESSION_ASSIGN_POOL                              UPDT_DT_TM
ACCESSION_ASSIGN_POOL                              UPDT_ID
ACCESSION_ASSIGN_POOL                              UPDT_TASK
ACCESSION_ASSIGN_POOL                              ACTIVITY_TYPE_CD
ACCESSION_ASSIGN_POOL                              LAST_UTC_TS
ACCESSION_ASSIGN_POOL                              INST_ID
ACCESSION_ASSIGN_POOL                              TXN_ID_TEXT
ACCESSION_ASSIGN_XREF                              ACCESSION_FORMAT_CD
ACCESSION_ASSIGN_XREF                              SITE_PREFIX_CD
ACCESSION_ASSIGN_XREF                              ACCESSION_ASSIGNMENT_POOL_ID
ACCESSION_ASSIGN_XREF                              UPDT_APPLCTX
ACCESSION_ASSIGN_XREF                              UPDT_CNT
ACCESSION_ASSIGN_XREF                              UPDT_DT_TM
ACCESSION_ASSIGN_XREF                              UPDT_ID
ACCESSION_ASSIGN_XREF                              UPDT_TASK
ACCESSION_ASSIGN_XREF                              ACTIVITY_TYPE_CD
ACCESSION_ASSIGN_XREF                              LAST_UTC_TS
ACCESSION_ASSIGN_XREF                              INST_ID
ACCESSION_ASSIGN_XREF                              TXN_ID_TEXT
ACCESSION_CLASS                                    ACCESSION_CLASS_CD
ACCESSION_CLASS                                    ACCESSION_FORMAT_CD
ACCESSION_CLASS                                    UPDT_APPLCTX
ACCESSION_CLASS                                    UPDT_CNT
ACCESSION_CLASS                                    UPDT_DT_TM
ACCESSION_CLASS                                    UPDT_ID
ACCESSION_CLASS                                    UPDT_TASK
ACCESSION_CLASS                                    GROUP_IND
ACCESSION_CLASS                                    LAST_UTC_TS
ACCESSION_CLASS                                    INST_ID
ACCESSION_CLASS                                    TXN_ID_TEXT
ACCESSION_EXTERNAL_SMRY                            ACCESSION_EXTERNAL_SMRY_ID
ACCESSION_EXTERNAL_SMRY                            ACCESSION_ID
ACCESSION_EXTERNAL_SMRY                            EXTERNAL_ACCESSION
ACCESSION_EXTERNAL_SMRY                            EXTERNAL_ACCESSION_KEY
ACCESSION_EXTERNAL_SMRY                            EXTERNAL_ACCESSION_COMMENT_ID
ACCESSION_EXTERNAL_SMRY                            COLLECTED_DT_TM
ACCESSION_EXTERNAL_SMRY                            UPDT_APPLCTX
ACCESSION_EXTERNAL_SMRY                            UPDT_DT_TM
ACCESSION_EXTERNAL_SMRY                            UPDT_ID
ACCESSION_EXTERNAL_SMRY                            UPDT_CNT
ACCESSION_EXTERNAL_SMRY                            UPDT_TASK
ACCESSION_EXTERNAL_SMRY                            LAST_UTC_TS
ACCESSION_EXTERNAL_SMRY                            TXN_ID_TEXT
ACCESSION_EXTERNAL_SMRY                            INST_ID
ACCESSION_ORDER_R                                  ACCESSION_ID
ACCESSION_ORDER_R                                  ORDER_ID
ACCESSION_ORDER_R                                  ACCESSION
ACCESSION_ORDER_R                                  UPDT_APPLCTX
ACCESSION_ORDER_R                                  UPDT_DT_TM
ACCESSION_ORDER_R                                  UPDT_ID
ACCESSION_ORDER_R                                  UPDT_CNT
ACCESSION_ORDER_R                                  UPDT_TASK
ACCESSION_ORDER_R                                  PRIMARY_IND
ACCESSION_ORDER_R                                  ACTIVITY_TYPE_CD
ACCESSION_ORDER_R                                  PRIMARY_FLAG
ACCESSION_ORDER_R                                  RESTRICT_AV_IND
ACCESSION_ORDER_R                                  LAST_UTC_TS
ACCESSION_ORDER_R                                  TXN_ID_TEXT
ACCESSION_ORDER_R                                  INST_ID
ACCESSION_ORDER_R1350DRR                           ACCESSION_ID
ACCESSION_ORDER_R1350DRR                           ORDER_ID
ACCESSION_ORDER_R1350DRR                           ACCESSION
ACCESSION_ORDER_R1350DRR                           UPDT_APPLCTX
ACCESSION_ORDER_R1350DRR                           UPDT_DT_TM
ACCESSION_ORDER_R1350DRR                           UPDT_ID
ACCESSION_ORDER_R1350DRR                           UPDT_CNT
ACCESSION_ORDER_R1350DRR                           UPDT_TASK
ACCESSION_ORDER_R1350DRR                           PRIMARY_IND
ACCESSION_ORDER_R1350DRR                           ACTIVITY_TYPE_CD
ACCESSION_ORDER_R1350DRR                           PRIMARY_FLAG
ACCESSION_ORDER_R1350DRR                           RESTRICT_AV_IND
